stop_id,stop_name,stop_lat,stop_lon
291982,Directia Fabrica de Mucava,46.90366660179247,29.019026849976306
291971,"or. Sîngera, str. Tineretului",46.914451254793576,28.990441560745243
291992,Serghei Lazo,46.883304900364976,28.990311534522576
291968,Unitatea militara,46.93470044554077,28.947976827621464
266535,str. Bacioii Noi,46.9503228,28.9133935
292982,sat. Bacioi str-la. Gagarin,46.908852807954524,28.897495752381655
292985,"sat.Bacioi, brigada de tractoare",46.92028962408705,28.87498582464623
266536,str. Bacioii Noi,46.9496669,28.9130241
294469,Piata Dimitrie Cantemir,47.03432906827403,28.818120981316714
265857,sat. Brăila,46.9158731,28.8439104
291472,sat. Bacioi str-la. Gagarin,46.9092292615872,28.897261619567875
285475,sat. Ghidighici,47.09591814901531,28.765463232994083
291471,sat. Bacioi (Hamzeu),46.90826909237372,28.91685247421265
285474,sat. Ghidighici,47.096020403552146,28.765141367912296
265759,Alimentară,47.06200645830123,28.83587665080305
266705,str. Putnei,47.046323435670715,28.847136505946924
286922,sat. Bic,46.944359010897486,28.950084924771108
267865,str-la. Studentilor,47.06226572519461,28.85013030155874
266663,str. Miron Costin,47.050022623248424,28.863701817838727
266177,str. Bucovinei (Megapolis Mall),47.06860552443798,28.888050896912013
284839,sat. Hulboaca,47.12138800762767,28.79334208730183
266585,str. Florilor,47.059959797089306,28.863417262876254
266721,str. Socoleni,47.062583567886264,28.85540304033338
265954,Ciorescu (str.C.Negruzzi),47.13170255107754,28.894064407833508
286860,str.Alexandru cel Bun,47.131815574778514,28.89414477355651
266904,Şcoala (str.Moldova),47.1271464,28.8917131
286861,str. Ion Creanga,47.130666076708856,28.899439573287967
266905,Şcoala(str.Moldova),47.1272828,28.8919121
266162,Cotitura Spre Cricova,47.1176703,28.8675082
266163,or. Cricova (Livada),47.117638,28.8681128
265752,Ciorescu(Albisoara),47.12147564258983,28.884252864443766
266058,Făureşti la Pod,47.141880475683806,28.89712758685131
286871,sat. Fauresti Centru,47.147028312227725,28.894659818522825
284098,sat. Colonita Primaria,47.03817886466203,28.951850180780678
284073,"Restaurantul ""Butoiaş""",47.04766508012352,28.7790834396755
268894,Cotitura spre Orhei,47.115514564297335,28.860059380531315
266777,Stăuceni,47.09158318182829,28.862559201023085
286863,sat. Ciorescu (str. Basistii),47.130067549126714,28.90257774093667
265749,Albișoara,47.0341108,28.8450612
266415,Cotitura spre Orhei,47.115032742749634,28.86118590493783
266484,Stauceni,47.0917123,28.8630958
266924,Arena Sportiva (Ștefan cel Mare),47.087371880366504,28.771337296929744
285478,Arena Sportiva,47.08748487907211,28.77112274133194
266776,str. Studenţilor,47.0617921,28.8554138
266057,Făureşti la Pod,47.14201908366221,28.8973689873525
266908,Şcoala rusă (str.Viilor),47.1291669,28.8925231
265953,Ciorescu(Albisoara),47.1214727,28.8838917
266064,Gara de Nord,47.0232259,28.8639933
284087,str. Maria Dragan,47.031071235651275,28.8831854643919
284092,Asociatia Medicala Teritoriala Ciocana,47.031937877287795,28.885599561502108
285470,str. Melestiu 20,47.0060775659871,28.845532513693385
266418,Răscruce Ciorescu (Alexandru Cel Bun),47.12411084051255,28.890556064923047
286859,Post Vamal,47.1190555353573,28.872612118721012
266249,Otovasca,47.02063114520512,28.873336510335385
265887,Fabrica de Piele (Calea Basarabiei),47.0224474,28.8594908
265969,sat. Coloniţa,47.04762853116981,28.954692937045422
266147,La Hanul lui Vasile,47.04886385449523,28.926261731876746
287295,sat. Tohatin str. Vadul lui Voda,47.06092463426055,28.95106673409651
291755,sat. Cruzesti str. Buna Vestire,47.076990091781475,28.977588334031967
266248,Otovasca,47.0200201,28.8733649
266909,Şcoala rusă (str.Viilor),47.129322,28.892796
266417,Răscruce Ciorescu (Alexandru Cel Bun),47.12387006763567,28.89032005334305
266518,str. A. Pușkin,47.0315112,28.8493553
266809,Tohatin,47.059620057428475,28.94792316738737
287296,sat. Tohatin str. Vadul lui Voda,47.06108173456435,28.950975608274778
266141,str. 31 august 1989,47.0619144,28.9557504
268892,Magazin Materiale de Constructie,47.102418225471574,28.863841295242313
286864,sat. Ciorescu (str. Basistii),47.12996910802367,28.902540144383877
286862,str. Ion Creanga,47.13089599896614,28.899069428443912
286858,Post Vamal,47.1189496746912,28.872987627983097
265929,"Asociaţia ""Tutun-CTC""",47.0230891,28.8671806
284096,Intovarasirile Pomilegumicole,47.04275903788582,28.916916379979092
284099,sat. Colonita Centru,47.04025505085192,28.959772887986123
266146,La Hanul lui Vasile,47.0488221,28.9268761
265821,bd. Dimitrie Cantemir,47.0191626,28.8502343
265888,Fabrica De Piele (Calea Basarabiei),47.022765,28.8603874
265864,Budeşti,47.02722089211793,28.878641757539008
284095,Intovarasirile Pomilegumicole,47.0427260462378,28.917302497251324
284094,sat. Colonita Brigada De tractoare,47.035915575162406,28.9457719402796
265970,sat. Coloniţa,47.04762853116981,28.954692937045422
284097,sat. Colonita Primaria,47.038218944543374,28.9523970734356
266142,str. 31 august 1989,47.0617864,28.9558204
284093,sat. Colonita Brigada De tractoare,47.03622978031922,28.946871459244715
284100,sat. Colonita Centru,47.04036465680687,28.95940269413575
266812,Tohatin de jos (Poiana Nucului),47.051608821824615,28.93513981498822
291760,sat. Cruzesti Cotitura,47.0672342383482,28.97593627747497
291759,sat. Cruzesti Cotitura,47.06735579811152,28.975812797002718
287293,Intovarasirile Pomilegumicole,47.04744189515662,28.91418114443251
265942,Primatia Budesti,47.063931989673094,29.008278300545523
287294,Intovarasirile Pomilegumicole,47.04729914512124,28.91344646503899
266811,Tohatin de jos (Poiana Nucului),47.0516785,28.9357493
266810,Tohatin,47.05944825509148,28.947992927635028
265865,Budeşti,47.027140423624836,28.878834867293797
284086,str. Maria Dragan,47.03057784022198,28.882279185301762
284088,Asociatia Medicala Teritoriala Ciocana,47.03189404992029,28.886023428260604
266738,Mester Manole (str. Vadul lui Voda),47.03363057857056,28.890287858385467
266740,Mester Manole (str. Vadul lui Vodă),47.03373672207508,28.891269685454517
267487,Centru Civic,47.04769048804085,28.898012640626856
287314,"or. Vadul lui Voda (Tabara""Ciresari"")",47.10338964026521,29.0650823816135
291725,sat. Cruzesti,47.085841442868414,28.973329104407448
291758,sat. Cruzesti str. Stefan Cel Mare,47.08002230388402,28.97437513973021
265962,or. Codru,46.947863566634446,28.83646670890339
266532,str. Armenească,47.02034950427293,28.839020165126097
266713,str. Romană,47.03251904542826,28.844464978451658
266578,Str. Doina şi Ion Aldea-Teodorovici,47.0282921,28.7962046
266458,Spitalul Clinic Republican,46.99520466095458,28.832142998110633
266594,str. Gheorghe Cașu,47.00151935540775,28.837689768331284
284083,or. Vatra (Baza Auto),47.0788898821471,28.72754247710287
266276,mag. Pegas,47.04948904518386,28.82296966330822
284067,str. Pescarusilor,47.0556949742127,28.803792039528936
284059,sos. Balcani 7,47.06453849395765,28.796469459364502
284079,"or. Vatra, str. Iu. Gagarin",47.07085987016687,28.739499449729923
284078,"or. Vatra, str. Iu. Gagarin",47.07044367866001,28.740041128365505
284068,str. Streșeni,47.05630870017184,28.800413001999146
266659,str. Padurilor,46.997121620508985,28.861330798300582
266671,str. Muncești,47.00940629924798,28.861346868741357
268898,Policlinica Oncologic,46.99008151860427,28.826687548047097
284069,str. Petricani 198,47.05290995247091,28.81598541071695
266521,str. Albișoara,47.038091074082125,28.825029781493026
284833,Str. Luceafarul,47.08828502146219,28.83206785823607
284072,str. Petrecani 86,47.04491648926121,28.831702804895553
266016,Dispensarul Dermato-Venerologic,46.95183328772064,28.833022669724507
